Low-Density Growth Rate,Migration Rate,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase
6,0.01,0,10000,1,82,0.041565714,0.000240558,0.025491263,0.000111335,12459.62473,11580762.24,918,0,10000,0,10000,1,0.446365,0,10000,0,0
6,0.01,0,10000,1,82,0.040993471,0.000320172,0.024636223,0.000119597,12796.58096,16090988.48,918,0,10000,0,10000,1,0.428394,0,10000,0,0
6,0.01,0,10000,1,86,0.040457236,0.000184805,0.024916628,7.78E-05,12737.56374,9695590.903,914,0,10000,0,10000,1,0.343921,0,10000,0,0
6,0.01,0,10000,1,88,0.038933778,0.000363937,0.023977336,0.000161843,13178.00661,19218780.16,912,0,10000,0,10000,1,0.334163,0,10000,0,0
6,0.01,0,10000,1,82,0.042250394,0.000282563,0.025949581,0.000131922,12155.41466,12654354.07,918,0,10000,0,10000,1,0.25509,0,10000,0,0
6,0.01,0,10000,1,80,0.037528378,0.000269743,0.02302644,0.000110574,13732.44432,14751424.46,920,0,10000,0,10000,1,0.374923,0,10000,0,0
6,0.01,0,10000,1,92,0.041183926,0.000408621,0.025123613,0.000184694,12972.79093,18707574.86,908,0,10000,0,10000,1,0.424878,0,10000,0,0
6,0.01,0,10000,1,93,0.036677408,0.000238792,0.021792174,0.000105523,13835.59579,17147492.22,907,0,10000,0,10000,1,0.267358,0,10000,0,0
6,0.01,0,10000,1,79,0.046508329,0.000918245,0.029086508,0.000469712,12132.04689,16447762.22,921,0,10000,0,10000,1,0.34088,0,10000,0,0
6,0.01,0,10000,1,84,0.038509102,0.000163118,0.023191994,6.97E-05,13140.21601,11962148.95,916,0,10000,0,10000,1,0.509785,0,10000,0,0
6,0.01,0,10000,1,78,0.038614933,0.000236364,0.024217836,0.000120676,13679.44771,14022073.18,922,0,10000,0,10000,1,0.365455,0,10000,0,0
6,0.01,0,10000,1,90,0.040473941,0.000359392,0.025355823,0.000168646,12989.11479,17346487.27,910,0,10000,0,10000,1,0.405759,0,10000,0,0
6,0.01,0,10000,1,79,0.039053492,0.000379177,0.023744564,0.00016298,13134.33588,15417645.46,921,0,10000,0,10000,1,0.375451,0,10000,0,0
6,0.01,0,10000,1,85,0.038528417,0.000248749,0.0234414,0.000100644,13250.58288,16174556.81,915,0,10000,0,10000,1,0.388273,0,10000,0,0
6,0.01,0,10000,1,85,0.035600177,0.000127915,0.021415633,4.93E-05,13556.36992,11020461.96,915,0,10000,0,10000,1,0.538326,0,10000,0,0
6,0.01,0,10000,1,78,0.042159226,0.000247698,0.026070262,9.33E-05,12488.47059,12682127.24,922,0,10000,0,10000,1,0.357774,0,10000,0,0
6,0.01,0,10000,1,83,0.046772896,0.000634267,0.029152693,0.000260725,12138.37897,19658641.08,917,0,10000,0,10000,1,0.394607,0,10000,0,0
6,0.01,0,10000,1,85,0.038159445,0.000327657,0.023675675,0.000139633,14193.05598,21776956.11,915,0,10000,0,10000,1,0.472298,0,10000,0,0
6,0.01,0,10000,1,84,0.044915741,0.000766774,0.028323065,0.000392177,12854.04715,18401480.04,916,0,10000,0,10000,1,0.390987,0,10000,0,0
