Fitness,Drive Efficiency,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase
0.95,0.8,0,10000,1,22,0.03008848,0.00040348,0.01259349,4.75E-05,7531.09651,9830962.05,978,0,10000,0,10000,1,0.861671,0,10000,0,0
0.95,0.8,0,10000,1,22,0.03026929,0.0003979,0.01251199,6.30E-05,7903.46612,16083685.8,978,0,10000,0,10000,1,0.840188,0,10000,0,0
0.95,0.8,0,10000,1,21,0.02876329,0.00023745,0.01243349,3.87E-05,7380.10359,8802958.72,979,0,10000,0,10000,1,0.806519,0,10000,0,0
0.95,0.8,0,10000,1,22,0.02564964,0.00017027,0.01113351,2.62E-05,7243.98768,6818839.99,978,0,10000,0,10000,1,0.769528,0,10000,0,0
0.95,0.8,0,10000,1,22,0.02987338,0.00026639,0.01295852,4.84E-05,7485.89938,10593577.6,978,0,10000,0,10000,1,0.82532,0,10000,0,0
0.95,0.8,0,10000,1,22,0.02727004,0.00022962,0.01147096,3.41E-05,7582.55955,8426388.93,978,0,10000,0,10000,1,0.591084,0,10000,0,0
0.95,0.8,0,10000,1,21,0.02906352,0.00028847,0.01251931,3.95E-05,7295.3959,9277358.12,979,0,10000,0,10000,1,0.843609,0,10000,0,0
0.95,0.8,0,10000,1,22,0.02829629,0.00025895,0.01166305,2.85E-05,7794.99795,8722453.49,978,0,10000,0,10000,1,0.729997,0,10000,0,0
0.95,0.8,0,10000,1,22,0.03163568,0.00034722,0.01319528,4.73E-05,8023.18891,12730519,978,0,10000,0,10000,1,0.800887,0,10000,0,0
0.95,0.8,0,10000,1,21,0.02716657,0.00022341,0.01128574,2.63E-05,7471.72821,6810894.46,979,0,10000,0,10000,1,0.823124,0,10000,0,0
0.95,0.8,0,10000,1,21,0.02816245,0.00026344,0.01225605,5.29E-05,7553.11795,9745803.3,979,0,10000,0,10000,1,0.816539,0,10000,0,0
0.95,0.8,0,10000,1,22,0.02679812,0.00017946,0.01169505,3.37E-05,7429.57084,8554885.81,978,0,10000,0,10000,1,0.754508,0,10000,0,0
0.95,0.8,0,10000,1,21,0.02986503,0.0003116,0.01309333,7.20E-05,7596.28,9117625.32,979,0,10000,0,10000,1,0.847636,0,10000,0,0
0.95,0.8,0,10000,1,21,0.0300453,0.00032614,0.0131029,7.40E-05,7403.75795,7963724.3,979,0,10000,0,10000,1,0.63751,0,10000,0,0
0.95,0.8,0,10000,1,20,0.02609016,0.00021357,0.0109769,2.79E-05,7484.75307,7036185.36,980,0,10000,0,10000,1,0.685076,0,10000,0,0
0.95,0.8,0,10000,1,22,0.02688483,0.00027311,0.01190827,5.78E-05,7349.99795,8132318.62,978,0,10000,0,10000,1,0.779567,0,10000,0,0
0.95,0.8,0,10000,1,23,0.03152633,0.00031661,0.01343637,4.47E-05,7194.63104,7666521.57,977,0,10000,0,10000,1,0.829355,0,10000,0,0
0.95,0.8,0,10000,1,23,0.02802583,0.00022698,0.01239187,3.76E-05,7282.06166,9900658.51,977,0,10000,0,10000,1,0.747582,0,10000,0,0
0.95,0.8,0,10000,1,22,0.02774208,0.00026847,0.01159451,4.22E-05,7487.07598,8036157.38,978,0,10000,0,10000,1,0.710751,0,10000,0,0
0.95,0.8,0,10000,1,22,0.02712757,0.00020293,0.01133622,2.61E-05,8141.79877,13785038.6,978,0,10000,0,10000,1,0.812108,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03117842,0.00032369,0.01397917,6.01E-05,7003.12513,9826574.19,979,0,10000,0,10000,1,0.691547,0,10000,0,0
0.95,0.81,0,10000,1,22,0.03199707,0.00028631,0.01357988,4.82E-05,7654.27823,11529864.2,978,0,10000,0,10000,1,0.825308,0,10000,0,0
0.95,0.81,0,10000,1,22,0.03191012,0.00035215,0.01397535,6.39E-05,7428.95483,11626618.5,978,0,10000,0,10000,1,0.714215,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03282829,0.00037211,0.01477045,0.00010206,7180.98564,10439341.6,979,0,10000,0,10000,1,0.856287,0,10000,0,0
0.95,0.81,0,10000,1,21,0.02907373,0.00022061,0.01267741,3.85E-05,7344.45231,9139842.84,979,0,10000,0,10000,1,0.750821,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03203667,0.00037313,0.0138104,5.94E-05,7432.22667,11230669.5,979,0,10000,0,10000,1,0.801632,0,10000,0,0
