Avoidance Factor,Fecundity Penalty,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase
-1,0,0,10000,1,19,0.03983322,0.00043546,0.01622588,6.07E-05,10233.5742,21121252,981,0,10000,0,10000,1,0.398145,0,10000,0,0
-1,0,0,10000,1,20,0.04035581,0.00038818,0.01697287,8.34E-05,10720.5728,25492617.7,980,0,10000,0,10000,1,0.41771,0,10000,0,0
-1,0,0,10000,1,20,0.04071453,0.0004262,0.01655596,9.83E-05,10799.6742,24792763.7,980,0,10000,0,10000,1,0.244546,0,10000,0,0
-1,0,0,10000,1,20,0.03938962,0.00053719,0.01656059,9.76E-05,10874.165,34006776.6,980,0,10000,0,10000,1,0.604743,0,10000,0,0
-1,0,0,10000,1,21,0.04075441,0.00042519,0.01662407,7.50E-05,11449.3272,34346002.8,979,0,10000,0,10000,1,0.715955,0,10000,0,0
-1,0,0,10000,1,21,0.04208454,0.00079661,0.01767445,0.00018371,10606.8595,26710568.7,979,0,10000,0,10000,1,0.764081,0,10000,0,0
-1,0,0,10000,1,20,0.03905733,0.00032933,0.01592885,5.36E-05,10746.4201,24193191.8,980,0,10000,0,10000,1,0.717728,0,10000,0,0
-1,0,0,10000,1,21,0.04276119,0.00068141,0.01808923,0.0001744,11280.7313,38867981.9,979,0,10000,0,10000,1,0.882596,0,10000,0,0
-1,0,0,10000,1,23,0.04034745,0.00044518,0.01613973,7.37E-05,11315.594,28589103.9,977,0,10000,0,10000,1,0.484978,0,10000,0,0
-1,0,0,10000,1,21,0.03866213,0.00037555,0.01559993,5.65E-05,11274.3908,28812464.9,979,0,10000,0,10000,1,0.80033,0,10000,0,0
-0.9,0,0,10000,1,20,0.04150924,0.00049432,0.01730276,8.74E-05,11205.2674,48730728.9,980,0,10000,0,10000,1,0.600302,0,10000,0,0
-0.9,0,1,632,1,21,0.0485305,0.00137265,0.02127944,0.00032456,10587.566,39071100.2,610,0,10000,0,10000,0,10000,0,10000,0,0
-0.9,0,1,685,1,22,0.04318494,0.0005858,0.01740604,0.00014334,10916.79,26169641.8,661,0,10000,0,10000,0,10000,0,10000,0,0
-0.9,0,0,10000,1,20,0.0427874,0.00043169,0.01762941,8.19E-05,11723.3678,33742014.3,980,0,10000,0,10000,1,0.767004,0,10000,0,0
-0.9,0,0,10000,1,20,0.03934919,0.00036202,0.01599231,6.42E-05,11910.9764,34666508,980,0,10000,0,10000,1,0.532445,0,10000,0,0
-0.9,0,0,10000,1,21,0.04430782,0.00052785,0.01905632,0.00012855,10754.361,33624798.3,979,0,10000,0,10000,1,0.801979,0,10000,0,0
-0.9,0,0,10000,1,23,0.03896998,0.00038799,0.01620798,6.66E-05,11344.6002,33070660.7,977,0,10000,0,10000,1,0.757756,0,10000,0,0
-0.9,0,0,10000,1,20,0.04052143,0.00040687,0.0167956,7.04E-05,10799.8299,28477280.7,980,0,10000,0,10000,1,0.763625,0,10000,0,0
-0.9,0,0,10000,1,21,0.04450111,0.00053891,0.01815625,0.00010405,10605.8031,24391106.1,979,0,10000,0,10000,1,0.673005,0,10000,0,0
-0.9,0,0,10000,1,21,0.04012127,0.00043035,0.01655946,7.59E-05,11937.1826,39562316.4,979,0,10000,0,10000,1,0.718641,0,10000,0,0
-0.9,0,0,10000,1,20,0.04449939,0.00059263,0.01863608,0.00014124,10778.0728,28681130.3,980,0,10000,0,10000,1,0.689233,0,10000,0,0
-0.9,0,0,10000,1,24,0.04419493,0.00050728,0.01812346,9.59E-05,10520.7541,23721411.2,976,0,10000,0,10000,1,0.732242,0,10000,0,0
-0.9,0,0,10000,1,20,0.04168724,0.00037195,0.01723191,5.83E-05,11069.2346,30838524.9,980,0,10000,0,10000,1,0.618715,0,10000,0,0
-0.9,0,0,10000,1,20,0.04189335,0.0004742,0.01756235,8.06E-05,10961.3053,31757980.3,980,0,10000,0,10000,1,0.689548,0,10000,0,0
