Density,Suppressed, Gen Suppressed, Chased, Gen Chased, Avg GC during Chase, Var in GC during Chase, Avg Popsize during Chase, Var in Popsize during Chase, Duration of Chase, Drive Lost, Gen Drive Lost, Equilibrium State, Gen Equilibrium State, Simulation Stopped after 1000, Rate One Drive at End
60000,1,556,1,24,0.063971443,0.001415459,5044.853612,37267331.38,530,0,10000,0,10000,0,10000
70000,0,10000,1,24,0.075354441,0.009720119,8781.23913,86037764.79,50,1,74,0,10000,0,10000
70000,1,333,1,23,0.07730035,0.003512044,5212.436066,40211018.79,309,0,10000,0,10000,0,10000
70000,0,10000,1,20,0.072829702,0.003576738,8831.463722,157060114.8,321,1,341,0,10000,0,10000
70000,1,100,1,20,0.08657366,0.002310958,1841.76,3157328.102,79,0,10000,0,10000,0,10000
70000,1,42,1,24,0.082536967,0.001015454,1131.083333,415785.0764,16,0,10000,0,10000,0,10000
70000,0,10000,1,21,0.075181463,0.003035615,6646.83871,129836625.4,128,1,149,0,10000,0,10000
70000,1,829,1,19,0.070276654,0.002186146,4900.23354,45991214.68,809,0,10000,0,10000,0,10000
70000,0,10000,1,21,0.066895132,0.001933661,5984.75195,86355821.33,645,1,666,0,10000,0,10000
70000,1,162,1,21,0.060538889,0.001489791,4764.941176,29357491.28,140,0,10000,0,10000,0,10000
70000,1,139,1,24,0.06316841,0.00425787,12316.64545,216753320.5,114,0,10000,0,10000,0,10000
70000,0,10000,1,21,0.068773168,0.002123545,4270.904459,16123893.67,161,1,182,0,10000,0,10000
70000,1,310,1,23,0.067173894,0.002799941,7291.120567,69762975.53,286,0,10000,0,10000,0,10000
70000,1,32,1,20,0.148015371,0.003067374,174.5714286,5729.959184,11,0,10000,0,10000,0,10000
70000,1,190,1,21,0.080374639,0.003213549,4425.91411,27709382.24,167,0,10000,0,10000,0,10000
70000,0,10000,1,23,0.078271751,0.004336418,5770.684375,51459311.47,324,1,347,0,10000,0,10000
70000,1,473,1,22,0.060388759,0.001400492,5738.103371,64184976.84,449,0,10000,0,10000,0,10000
70000,0,10000,1,24,0.072479589,0.001773527,5008.513374,43379675.17,976,0,10000,0,10000,1,0.126864
70000,1,30,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000
70000,1,50,1,22,0.235719522,0.014866959,150.5652174,13065.63705,27,0,10000,0,10000,0,10000
70000,1,249,1,23,0.077496998,0.003130707,6807.986425,58745168.2,225,0,10000,0,10000,0,10000
80000,1,114,1,24,0.065927207,0.003469684,2828.352941,7319600.299,89,0,10000,0,10000,0,10000
80000,1,339,1,21,0.078100056,0.003738609,5056.70607,62465057.7,317,0,10000,0,10000,0,10000
80000,1,597,1,21,0.069912636,0.002640103,6977.007005,79737281.7,575,0,10000,0,10000,0,10000
80000,0,10000,1,21,0.065759106,0.00218786,6515.174359,76478009.29,979,0,10000,0,10000,1,0.754762
80000,1,346,1,25,0.08300652,0.003644085,7573.142405,124519133.2,320,0,10000,0,10000,0,10000
80000,1,252,1,24,0.069264807,0.002384194,6316.283784,48910173.26,226,0,10000,0,10000,0,10000
80000,0,10000,1,22,0.077820296,0.002423036,6488.924051,45315434.68,83,1,105,0,10000,0,10000
80000,0,10000,1,27,0.07581662,0.003010923,7251.434109,125362259.1,520,1,547,0,10000,0,10000
80000,1,117,1,23,0.086332945,0.003552926,3875.125,16191607.34,92,0,10000,0,10000,0,10000
80000,1,299,1,20,0.061671547,0.002171928,11240.72628,220347254.4,278,0,10000,0,10000,0,10000
80000,1,797,1,23,0.076462147,0.003895002,6911.828349,83907550.92,773,0,10000,0,10000,0,10000
80000,0,10000,1,20,0.054625396,0.000597376,8313.854167,58624608.62,52,1,72,0,10000,0,10000
80000,1,119,1,23,0.081142489,0.004731483,7124.111111,43535146.74,94,0,10000,0,10000,0,10000
80000,1,742,1,24,0.067594718,0.002678297,6746.956461,75268994.06,716,0,10000,0,10000,0,10000
80000,1,50,1,24,0.079890076,0.002962488,1108.285714,496527.7279,25,0,10000,0,10000,0,10000
80000,1,70,1,24,0.136409805,0.001557988,398.804878,59215.0351,45,0,10000,0,10000,0,10000
80000,0,10000,1,21,0.084947136,0.002523801,3931.105634,27710547.83,146,1,167,0,10000,0,10000
80000,1,39,1,26,0.458021571,0.005346767,62,2924.571429,11,0,10000,0,10000,0,10000
80000,1,195,1,21,0.081390026,0.003513267,7275.420118,138657265.9,173,0,10000,0,10000,0,10000
80000,1,29,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000
90000,1,453,1,21,0.069268684,0.002082169,6315.660422,65120485.7,431,0,10000,0,10000,0,10000
90000,1,165,1,24,0.084929382,0.005197298,5362.132353,36114484.7,140,0,10000,0,10000,0,10000
90000,1,36,1,20,0.07463556,0.000693369,847.7,174465.81,14,0,10000,0,10000,0,10000
90000,1,234,1,24,0.066675002,0.003072555,9046.917073,208833905.9,209,0,10000,0,10000,0,10000
90000,1,503,1,24,0.079595878,0.002484979,4809.075949,54427568.04,478,0,10000,0,10000,0,10000
