,R1 Rate,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase,ResWithChase,ResWithoutChase
130,1.00E-06,1,129,1,25,0.077632083,0.002078509,0.040751633,0.00091833,7960.744898,38273131.15,102,0,10000,0,10000,0,10000,0,10000,0,0,0,0
131,1.00E-06,0,10000,1,24,0.065309009,0.002160608,0.031485634,0.000550999,9028.660417,43842089.32,484,1,508,0,10000,0,10000,0,10000,1,0,0,0
132,1.00E-06,1,27,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0,0,0
133,1.00E-06,0,10000,1,22,0.058880613,0.001427733,0.027002175,0.000306366,9923.572559,46534558.01,383,1,405,0,10000,0,10000,0,10000,1,0,0,0
134,1.00E-06,0,10000,1,22,0.070359596,0.002560891,0.038339793,0.001175334,6726.333333,37299651.47,28,1,50,0,10000,0,10000,0,10000,1,0,0,0
135,1.00E-06,1,95,1,21,0.077700258,0.002497668,0.035427702,0.000522006,9759.38806,42200146.39,71,0,10000,0,10000,0,10000,0,10000,0,0,0,0
136,1.00E-06,1,74,1,23,0.113091731,0.021738513,0.050012544,0.002405451,9852.333333,33161922.13,49,0,10000,0,10000,0,10000,0,10000,0,0,0,0
137,1.00E-06,0,10000,1,19,0.08280694,0.005730354,0.043023493,0.002172513,7002.066667,32620812.8,34,1,53,0,10000,0,10000,0,10000,1,0,0,0
138,1.00E-06,1,163,1,21,0.086726587,0.007069858,0.047222329,0.00321385,8058.37037,56248558.03,139,0,10000,0,10000,0,10000,0,10000,0,0,0,0
139,1.00E-06,1,233,1,22,0.05699168,0.001131676,0.027176978,0.000284158,9057.790244,35844853.82,209,0,10000,0,10000,0,10000,0,10000,0,0,0,0
140,1.00E-06,0,10000,1,20,0.064028824,0.002401623,0.031854891,0.00084013,10699.13377,63020795.42,759,1,779,0,10000,0,10000,0,10000,1,0,0,0
141,1.00E-06,1,302,1,23,0.061304072,0.002131783,0.030701931,0.000606791,9438.944649,62757295.58,275,0,10000,0,10000,0,10000,0,10000,0,0,0,0
142,1.00E-06,0,10000,1,21,0.067347501,0.005198515,0.037719724,0.003367627,12135.07104,93927367.78,187,1,208,0,10000,0,10000,0,10000,1,0,0,0
143,1.00E-06,0,10000,1,21,0.067839932,0.00182077,0.033965528,0.000598261,9941.439206,58963552.54,407,1,428,0,10000,0,10000,0,10000,1,0,0,0
144,1.00E-06,1,449,1,23,0.066039629,0.00176991,0.034289956,0.00067375,8762.209524,47510123.91,424,0,10000,0,10000,0,10000,0,10000,0,0,0,0
145,1.00E-06,0,10000,1,23,0.063619615,0.001676449,0.031823358,0.000534235,10214.56629,63044310.09,977,0,10000,0,10000,1,0.513056,0,10000,0,0,0,0
146,1.00E-06,0,10000,1,22,0.065637758,0.002040513,0.034099411,0.000773752,9982.485626,71837671.34,978,0,10000,0,10000,1,0.448729,0,10000,0,0,0,0
