Fitness,Drive Efficiency,Time Elapsed, Suppressed, Gen Suppressed, Chased, Gen Chased, Avg GC during Chase, Var in GC during Chase, Avg Popsize during Chase, Var in Popsize during Chase, Duration of Chase, Drive Lost, Gen Drive Lost, Equilibrium State, Gen Equilibrium State, Simulation Stopped after 1000, Rate One Drive at End, Thickness
0.8,0.84,109,1,416,1,37,0.106652034,0.020413374,1328.764706,662712.1158,378,0,10000,0,10000,0,10000,0.116198633
0.8,0.84,128,1,252,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.109821836
0.8,0.84,122,1,235,1,84,0.102565976,0.016433759,1528.924658,986679.3573,150,0,10000,0,10000,0,10000,0.111692549
0.8,0.84,121,1,242,1,66,0.07969646,0.009778008,1603.614035,780632.6464,175,0,10000,0,10000,0,10000,0.1012157
0.8,0.84,119,1,245,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.112496464
0.8,0.84,112,1,237,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.110417863
0.8,0.84,122,1,224,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.124129761
0.8,0.84,132,1,245,1,94,0.123875801,0.034343628,1491.737931,952057.6555,149,0,10000,0,10000,0,10000,0.122764628
0.8,0.84,125,1,231,1,36,0.071009289,0.007266215,1682.661376,941284.0652,193,0,10000,0,10000,0,10000,0.108669569
0.8,0.84,109,1,374,1,88,0.075787226,0.005170319,1323.701068,434557.4551,285,0,10000,0,10000,0,10000,0.098132396
0.8,0.84,130,1,244,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.107514976
0.8,0.84,118,1,226,1,61,0.080981861,0.010462683,1538.295597,699400.2208,163,0,10000,0,10000,0,10000,0.122064421
0.8,0.84,111,1,213,1,196,0.34588325,0.019511248,171.3333333,14515.88889,16,0,10000,0,10000,0,10000,0.124120908
0.8,0.84,122,1,342,1,181,0.133745678,0.020604057,915.7051282,216149.2079,160,0,10000,0,10000,0,10000,0.119969873
0.8,0.84,99,1,217,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.113434437
0.8,0.84,109,1,229,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.110997824
0.8,0.85,127,1,239,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.112220435
0.8,0.85,87,1,217,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.114269823
0.8,0.85,92,1,369,1,195,0.12052858,0.029551634,1080.739645,287087.9204,173,0,10000,0,10000,0,10000,0.118779987
0.8,0.85,125,1,426,1,78,0.110228782,0.015398717,1209.854227,656221.04,347,0,10000,0,10000,0,10000,0.125736459
0.8,0.85,119,1,320,1,186,0.105489979,0.012969204,1172.286822,328935.0108,133,0,10000,0,10000,0,10000,0.115085342
0.8,0.85,99,1,216,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.109903306
0.8,0.85,127,1,250,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.111274138
0.8,0.85,104,1,221,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.1145691
0.8,0.85,105,1,477,1,170,0.092544145,0.0066808,1077.374172,230071.0355,306,0,10000,0,10000,0,10000,0.118023958
0.8,0.85,99,1,209,1,50,0.090671654,0.012425341,1519.279221,876435.7467,158,0,10000,0,10000,0,10000,0.123433091
0.8,0.85,139,1,263,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.109138355
0.8,0.85,129,1,241,1,70,0.078964293,0.005920364,1416.349398,570004.9261,170,0,10000,0,10000,0,10000,0.099564226
0.8,0.85,104,1,388,1,65,0.074732621,0.007665336,1436.676101,550709.6592,322,0,10000,0,10000,0,10000,0.10097619
0.8,0.85,108,1,232,1,129,0.16427373,0.025998244,800.7628866,215946.9438,101,0,10000,0,10000,0,10000,0.113901137
0.8,0.85,100,1,314,1,94,0.093802889,0.016634517,1464.67907,590159.2412,219,0,10000,0,10000,0,10000,0.122242781
0.8,0.85,118,1,234,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.108075327
0.8,0.85,110,1,226,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.114131815
0.8,0.85,88,1,369,1,164,0.094063679,0.010735773,1087.65,189631.0275,204,0,10000,0,10000,0,10000,0.119325188
0.8,0.85,118,1,259,1,24,0.058310663,0.011442557,2073.208696,863168.9651,234,0,10000,0,10000,0,10000,0.08057357
0.8,0.85,117,1,250,1,93,0.067864505,0.01543456,1696.355263,525946.308,156,0,10000,0,10000,0,10000,0.107346228
0.8,0.86,100,1,209,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.122995249
0.8,0.86,138,1,262,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.112245565
0.8,0.86,118,1,249,1,126,0.122373529,0.03007366,1366.367521,677099.4803,121,0,10000,0,10000,0,10000,0.10724871
0.8,0.86,90,1,373,1,32,0.043223401,0.002171056,1841.901493,690307.1037,339,0,10000,0,10000,0,10000,0.07518275
0.8,0.86,122,1,238,1,87,0.081982834,0.008798698,1446.979452,599427.2119,150,0,10000,0,10000,0,10000,0.095880839
0.8,0.86,110,1,225,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.112963882
0.8,0.86,106,1,401,1,231,0.119613939,0.007403381,885.2121212,246643.0762,169,0,10000,0,10000,0,10000,0.111698068
0.8,0.86,118,1,206,1,45,0.063076033,0.006534458,1722.477419,709979.8624,159,0,10000,0,10000,0,10000,0.109555441
0.8,0.86,108,1,222,1,198,0.367227111,0.044196017,211.0555556,15536.83025,22,0,10000,0,10000,0,10000,0.11216937
0.8,0.86,124,1,235,1,106,0.10136219,0.01735472,1539.346774,868418.5168,128,0,10000,0,10000,0,10000,0.123717384
0.8,0.86,97,1,221,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.113062278
0.8,0.86,133,1,248,1,62,0.121574234,0.033856174,1455.320442,791708.273,185,0,10000,0,10000,0,10000,0.1063567
0.8,0.86,107,1,456,1,138,0.098351099,0.022292297,1285.272436,306550.0764,316,0,10000,0,10000,0,10000,0.119250332
0.8,0.86,118,1,204,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.118168885
0.8,0.86,110,1,206,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.114968387
0.8,0.86,102,1,203,1,50,0.111703156,0.024367472,1527.722973,976126.2138,152,0,10000,0,10000,0,10000,0.102000615
0.8,0.86,113,1,483,1,189,0.091628992,0.012322174,1057.690972,143549.4219,292,0,10000,0,10000,0,10000,0.115011375
0.8,0.86,103,1,243,1,80,0.11604234,0.024760011,1508.278481,1061731.201,162,0,10000,0,10000,0,10000,0.104891604
0.8,0.86,100,1,210,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.119299782
0.8,0.86,105,1,202,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.128216324
0.8,0.87,92,1,216,1,56,0.116798593,0.035549503,1567.136364,1073622.923,158,0,10000,0,10000,0,10000,0.109615012
0.8,0.87,101,1,209,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.119652331
0.8,0.87,106,1,204,1,102,0.116416821,0.028323566,1421.443299,765942.1025,101,0,10000,0,10000,0,10000,0.115624252
0.8,0.87,122,1,252,1,76,0.096135246,0.017574934,1423.140351,584360.53,175,0,10000,0,10000,0,10000,0.100916431
0.8,0.87,106,1,226,1,92,0.117477939,0.016445015,1085.875969,373453.535,133,0,10000,0,10000,0,10000,0.123871313
0.8,0.87,120,1,223,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.117419299
0.8,0.87,106,1,206,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.116508147
0.8,0.87,110,1,223,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.109454891
0.8,0.87,99,1,205,1,37,0.100873972,0.025231539,1641.877301,978993.6414,167,0,10000,0,10000,0,10000,0.109066615
0.8,0.87,124,1,236,1,60,0.076398127,0.01332063,1805.988304,1075684.21,175,0,10000,0,10000,0,10000,0.113112489
0.8,0.87,108,1,209,1,147,0.150848637,0.009231161,688,133641.7193,61,0,10000,0,10000,0,10000,0.118475565
0.8,0.87,122,1,230,1,113,0.067682425,0.006492055,1570.892857,600708.4707,116,0,10000,0,10000,0,10000,0.115063968
0.8,0.87,103,1,228,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.107499642
0.8,0.87,103,1,236,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.113383472
0.8,0.87,122,1,227,1,62,0.093892095,0.021453288,1543.79375,725741.3387,164,0,10000,0,10000,0,10000,0.122534645
0.8,0.87,106,1,219,1,45,0.09597179,0.018762178,1581.431138,941397.2992,171,0,10000,0,10000,0,10000,0.101442056
0.8,0.87,117,1,618,1,35,0.081459365,0.007555027,1478.098616,797410.7256,582,0,10000,0,10000,0,10000,0.096717629
0.8,0.87,106,1,208,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.118754223
0.8,0.87,129,1,241,1,189,0.192912034,0.013370412,538.7446809,90449.7646,51,0,10000,0,10000,0,10000,0.105553446
0.8,0.87,110,1,422,1,231,0.121705676,0.022474645,1139.297297,438676.1224,189,0,10000,0,10000,0,10000,0.111468502
0.8,0.88,105,1,220,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.117717552
0.8,0.88,116,1,273,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.104127709
0.8,0.88,96,1,196,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.123272212
0.8,0.88,105,1,217,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.114039498
0.8,0.88,97,1,207,1,98,0.096571324,0.007791479,1158.971154,347351.6242,108,0,10000,0,10000,0,10000,0.123937873
0.8,0.88,115,1,295,1,146,0.106966224,0.012332621,1025.5625,183187.76,148,0,10000,0,10000,0,10000,0.118703425
0.8,0.88,95,1,217,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.116485401
0.8,0.88,102,1,233,1,29,0.108612065,0.030375311,1733.698492,1215078.542,203,0,10000,0,10000,0,10000,0.089177268
0.8,0.88,93,1,208,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.11137623
0.8,0.88,93,1,207,1,64,0.105984533,0.014342761,1359.115942,704159.4213,142,0,10000,0,10000,0,10000,0.106653283
0.8,0.88,109,1,238,1,83,0.12028684,0.022046477,1349.48,829895.5429,154,0,10000,0,10000,0,10000,0.10557607
0.8,0.88,110,1,230,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.113396702
0.8,0.88,122,1,364,1,33,0.040021297,0.001367901,1808.079755,507028.6255,330,0,10000,0,10000,0,10000,0.11244149
0.8,0.88,104,1,221,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.120510906
0.8,0.88,88,1,359,1,39,0.074219413,0.017853148,1695.050794,715465.1911,319,0,10000,0,10000,0,10000,0.098343769
0.8,0.88,119,1,228,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.109245869
0.8,0.88,122,1,264,1,75,0.102321539,0.020563684,1435.978142,676176.1962,187,0,10000,0,10000,0,10000,0.093913406
0.8,0.88,96,1,216,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.111460732
0.8,0.88,95,1,201,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.114008077
0.8,0.88,98,1,204,1,162,0.245957503,0.028481148,423.6756757,66692.27319,41,0,10000,0,10000,0,10000,0.119001066
0.8,0.89,105,1,206,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.115303846
0.8,0.89,121,1,422,1,222,0.112929917,0.014863194,1081.651282,292133.9399,199,0,10000,0,10000,0,10000,0.104131007
0.8,0.89,118,1,217,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.116165823
0.8,0.89,84,1,216,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.113211771
0.8,0.89,128,1,442,1,226,0.105154831,0.018121462,1259.701422,495022.3327,215,0,10000,0,10000,0,10000,0.104025332
0.8,0.89,116,1,232,1,115,0.138364681,0.027106456,1040.633929,367810.1606,116,0,10000,0,10000,0,10000,0.104280254
0.8,0.89,92,1,199,1,45,0.081550605,0.010716997,1672.09396,988922.7563,153,0,10000,0,10000,0,10000,0.109516654
0.8,0.89,123,1,725,1,204,0.102214417,0.012007913,1093.286822,280052.4294,520,0,10000,0,10000,0,10000,0.118832904
0.8,0.89,118,1,232,1,22,0.072714299,0.013698787,1857.568627,1034814.235,208,0,10000,0,10000,0,10000,0.084814433
0.8,0.89,103,1,210,1,105,0.088073108,0.012504168,1373.343434,425210.6497,103,0,10000,0,10000,0,10000,0.116391544
0.8,0.89,100,1,199,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.119553385
0.8,0.89,117,1,305,1,92,0.112098272,0.02828749,1354.125,484541.6094,212,0,10000,0,10000,0,10000,0.103636439
0.8,0.89,105,1,337,1,170,0.116387371,0.020696408,1121.689441,317184.0402,165,0,10000,0,10000,0,10000,0.107866043
0.8,0.89,107,1,209,1,42,0.091654225,0.024182603,1789.385093,944498.4356,165,0,10000,0,10000,0,10000,0.102278745
0.8,0.89,114,1,224,1,190,0.433772586,0.073452991,242.2413793,29395.14863,33,0,10000,0,10000,0,10000,0.112898894
0.8,0.89,85,1,174,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.126912893
0.8,0.89,122,1,341,1,43,0.069724885,0.008986786,1577.518771,685642.0585,297,0,10000,0,10000,0,10000,0.176155862
0.8,0.89,100,1,223,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.110221132
0.8,0.89,98,1,317,1,108,0.087013517,0.011891886,1287.216749,402675.155,207,0,10000,0,10000,0,10000,0.120373999
0.8,0.89,119,1,220,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.11447837
0.8,0.9,109,1,220,1,59,0.093973469,0.014776532,1555.948718,936521.0358,160,0,10000,0,10000,0,10000,0.09272722
0.8,0.9,111,1,226,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.110637279
0.8,0.9,117,1,260,1,226,0.425529143,0.059915439,226.6428571,19913.58673,32,0,10000,0,10000,0,10000,0.106122205
0.8,0.9,103,1,209,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.111743106
0.8,0.9,112,1,232,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.105484575
0.8,0.9,98,1,204,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.105747154
0.8,0.9,103,1,252,1,33,0.071326536,0.010869772,1999.906103,1337405.465,217,0,10000,0,10000,0,10000,0.075352976
0.8,0.9,94,1,401,1,185,0.090937086,0.014076113,1259.227488,390916.8203,215,0,10000,0,10000,0,10000,0.119849494
0.8,0.9,128,1,254,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.102649609
0.8,0.9,105,1,211,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.109956687
0.8,0.9,117,1,211,1,27,0.070103098,0.0151863,2000.938202,1138375.541,182,0,10000,0,10000,0,10000,0.092852904
0.8,0.9,108,1,225,1,218,0.440488,0.000522717,37.5,56.25,6,0,10000,0,10000,0,10000,0.118246528
0.8,0.9,95,1,221,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.108754726
0.8,0.9,114,1,377,1,201,0.131084282,0.028103462,1004.894737,286182.1878,175,0,10000,0,10000,0,10000,0.105908163
0.8,0.9,91,1,195,1,116,0.158995634,0.026001872,843.5068493,247691.4828,77,0,10000,0,10000,0,10000,0.112893743
0.8,0.9,120,1,457,1,220,0.078092055,0.007422356,1366.551724,384267.6266,236,0,10000,0,10000,0,10000,0.109644879
