Low-Density Growth Rate,Migration Rate,Time Elapsed, Suppressed, Gen Suppressed, Chased, Gen Chased, Avg GC during Chase, Var in GC during Chase, Avg Popsize during Chase, Var in Popsize during Chase, Duration of Chase, Drive Lost, Gen Drive Lost, Equilibrium State, Gen Equilibrium State, Simulation Stopped after 1000, Rate One Drive at End, Thickness
2,0.0065,104,1,225,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.074155279
2,0.0065,110,1,236,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.073379956
2,0.0065,116,1,229,1,67,0.101726573,0.023571846,1451.101911,673490.3973,161,0,10000,0,10000,0,10000,0.069437075
2,0.0065,98,1,204,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.081369975
2,0.0065,127,1,255,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.069002837
2,0.0065,130,1,249,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.073566955
2,0.0065,114,1,244,1,59,0.092187824,0.022485219,1674.933333,863365.3289,184,0,10000,0,10000,0,10000,0.061650636
2,0.0065,127,1,255,1,190,0.183124202,0.015129579,602.2881356,86157.76444,63,0,10000,0,10000,0,10000,0.066749922
2,0.0065,0,0,10000,0,10000,10000,10000,1000000,1000000,10000,1,64,0,10000,0,10000,0.058990661
2,0.0065,0,0,10000,0,10000,10000,10000,1000000,1000000,10000,1,87,0,10000,0,10000,0.06728841
2,0.0065,113,1,215,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.085129647
2,0.0065,100,1,226,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.074280569
2,0.0065,108,1,230,1,52,0.088910236,0.017069797,1686.653179,954099.1745,177,0,10000,0,10000,0,10000,0.064264025
2,0.0065,105,1,224,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.07467261
2,0.0065,141,1,488,1,137,0.19908091,0.015364943,603.1820809,301223.4437,350,0,10000,0,10000,0,10000,0.066753019
2,0.0065,116,1,226,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.074478808
2,0.007,106,1,218,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.077932498
2,0.007,121,1,296,1,159,0.179825526,0.019010612,621.2878788,152521.1141,136,0,10000,0,10000,0,10000,0.078536418
2,0.007,92,1,192,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.090081883
2,0.007,109,1,209,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.080983811
2,0.007,98,1,207,1,72,0.082625387,0.012500477,1477.465116,552097.148,133,0,10000,0,10000,0,10000,0.076050985
2,0.007,104,1,202,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.078830071
