"","Fitness","Drive Efficiency","Suppressed","Gen Suppressed","Chased","Gen Chased","Avg Nondrive GC during Chase","Var in Nondrive GC during Chase","Avg Overall GC during Chase","Var in Overall GC During Chase","Avg Popsize during Chase","Var in Popsize during Chase","Duration of Chase","Drive Lost","Gen Drive Lost","Equilibrium State","Gen Equilibrium State","Simulation Stopped after 1000","Rate One Drive at End","R1 Resistance Occurred","Gen 10000 R1 Alleles Formed","DriveLostWithChase","DriveLostWithoutChase"
"77",0.8,0.83,0,10000,1,21,0.001389702,1.39e-07,0.000570213,2.52e-08,17250.27487,674389.746,979,0,10000,0,10000,1,0.667177,0,10000,0,0
"78",0.8,0.83,0,10000,1,21,0.001360525,1.37e-07,0.00055574,2.48e-08,17287.46051,846454.3141,979,0,10000,0,10000,1,0.670633,0,10000,0,0
"79",0.8,0.83,0,10000,1,21,0.001385266,1.65e-07,0.000569774,3.08e-08,17332.4441,826010.8192,979,0,10000,0,10000,1,0.660244,0,10000,0,0
"80",0.8,0.83,0,10000,1,21,0.001381448,1.53e-07,0.000568446,2.98e-08,17228.22769,837466.3441,979,0,10000,0,10000,1,0.642928,0,10000,0,0
"81",0.8,0.84,0,10000,1,22,0.001599883,1.47e-07,0.000668329,2.99e-08,16253.85729,753229.3626,978,0,10000,0,10000,1,0.676703,0,10000,0,0
"82",0.8,0.84,0,10000,1,21,0.001658219,2.19e-07,0.00069516,4.52e-08,16208.11077,797044.2195,979,0,10000,0,10000,1,0.675943,0,10000,0,0
"83",0.8,0.84,0,10000,1,30,0.001694504,2.08e-07,0.000709149,4.31e-08,16285.92961,814813.4215,970,0,10000,0,10000,1,0.665415,0,10000,0,0
"84",0.8,0.84,0,10000,1,22,0.00168483,2.05e-07,0.00070223,3.84e-08,16157.32033,814988.3265,978,0,10000,0,10000,1,0.661805,0,10000,0,0
"85",0.8,0.84,0,10000,1,21,0.00168444,2.63e-07,0.000708837,5.23e-08,16269.98051,706525.3463,979,0,10000,0,10000,1,0.668877,0,10000,0,0
"86",0.8,0.84,0,10000,1,23,0.001625643,1.86e-07,0.000683793,3.83e-08,16163.45529,723175.73,977,0,10000,0,10000,1,0.654307,0,10000,0,0
"87",0.8,0.84,0,10000,1,22,0.001698566,2.22e-07,0.000711834,4.54e-08,16110.20431,745367.181,978,0,10000,0,10000,1,0.694958,0,10000,0,0
"88",0.8,0.84,0,10000,1,21,0.001710577,3.01e-07,0.000711856,5.51e-08,16213.0441,895484.0401,979,0,10000,0,10000,1,0.685613,0,10000,0,0
"89",0.8,0.84,0,10000,1,23,0.001652456,2.3e-07,0.000698866,4.62e-08,16123.39157,716533.1118,977,0,10000,0,10000,1,0.667541,0,10000,0,0
"90",0.8,0.84,0,10000,1,24,0.00172621,2.78e-07,0.000720468,5.58e-08,16177.84568,853556.0544,976,0,10000,0,10000,1,0.647927,0,10000,0,0
"91",0.8,0.84,0,10000,1,23,0.001645016,2.26e-07,0.00069301,4.53e-08,16070.30216,798058.6877,977,0,10000,0,10000,1,0.696136,0,10000,0,0
"92",0.8,0.84,0,10000,1,20,0.00163474,2.28e-07,0.000682135,4.2e-08,16238.40061,921925.7811,980,0,10000,0,10000,1,0.674958,0,10000,0,0
"93",0.8,0.84,0,10000,1,22,0.001624425,2.1e-07,0.000679724,4.28e-08,16209.05955,779257.2203,978,0,10000,0,10000,1,0.661638,0,10000,0,0
"94",0.8,0.84,0,10000,1,22,0.001673195,2.12e-07,0.000704852,4.29e-08,16159.47331,709307.4649,978,0,10000,0,10000,1,0.685842,0,10000,0,0
"95",0.8,0.84,0,10000,1,20,0.00160009,2.16e-07,0.000667972,3.8e-08,16386.45287,901833.6043,980,0,10000,0,10000,1,0.684536,0,10000,0,0
"96",0.8,0.84,0,10000,1,21,0.001692372,2.51e-07,0.000713737,4.53e-08,16164.12513,901198.2367,979,0,10000,0,10000,1,0.675892,0,10000,0,0
"97",0.8,0.84,0,10000,1,21,0.001595067,1.8e-07,0.000673061,3.64e-08,16196.25231,762144.0102,979,0,10000,0,10000,1,0.668692,0,10000,0,0
"98",0.8,0.84,0,10000,1,20,0.00160444,2e-07,0.000673881,3.85e-08,16242.26537,954299.5761,980,0,10000,0,10000,1,0.657407,0,10000,0,0
"99",0.8,0.84,0,10000,1,21,0.00162576,2.18e-07,0.000675248,4.13e-08,16272.64308,1014656.346,979,0,10000,0,10000,1,0.656178,0,10000,0,0
"100",0.8,0.84,0,10000,1,22,0.001679404,2.15e-07,0.000702907,4.2e-08,16041.47536,846757.8634,978,0,10000,0,10000,1,0.6769,0,10000,0,0
"101",0.8,0.85,0,10000,1,22,0.002037275,2.97e-07,0.000867081,6.16e-08,15102.37269,829760.1085,978,0,10000,0,10000,1,0.687102,0,10000,0,0
"102",0.8,0.85,0,10000,1,21,0.002058744,3.45e-07,0.000885012,6.88e-08,14906.04615,857892.4748,979,0,10000,0,10000,1,0.692931,0,10000,0,0
"103",0.8,0.85,0,10000,1,22,0.002029427,3.66e-07,0.00087312,6.72e-08,15023.15092,945985.7277,978,0,10000,0,10000,1,0.673281,0,10000,0,0
"104",0.8,0.85,0,10000,1,21,0.001970711,3.06e-07,0.00083651,5.79e-08,15078.33744,934529.8667,979,0,10000,0,10000,1,0.692146,0,10000,0,0
"105",0.8,0.85,0,10000,1,22,0.001986023,2.97e-07,0.000842839,5.8e-08,15126.46612,904081.2571,978,0,10000,0,10000,1,0.685658,0,10000,0,0
"106",0.8,0.85,0,10000,1,23,0.0020303,3.21e-07,0.000868726,6.83e-08,15098.4409,823500.7748,977,0,10000,0,10000,1,0.685296,0,10000,0,0
"107",0.8,0.85,0,10000,1,22,0.002046481,3.32e-07,0.000870543,6.74e-08,14918.26078,864211.2195,978,0,10000,0,10000,1,0.697736,0,10000,0,0
"108",0.8,0.85,0,10000,1,20,0.002008743,4.01e-07,0.000857763,7.14e-08,15030.13525,947593.203,980,0,10000,0,10000,1,0.682478,0,10000,0,0
"109",0.8,0.85,0,10000,1,21,0.002043637,4.08e-07,0.000879748,8.23e-08,14998.35179,1123684.525,979,0,10000,0,10000,1,0.694355,0,10000,0,0
"110",0.8,0.85,0,10000,1,21,0.001976689,3.26e-07,0.000843697,6.43e-08,15108.81846,1016691.441,979,0,10000,0,10000,1,0.674571,0,10000,0,0
"111",0.8,0.85,0,10000,1,21,0.001967132,2.8e-07,0.000840568,5.68e-08,15180.72103,835048.4042,979,0,10000,0,10000,1,0.699371,0,10000,0,0
"112",0.8,0.85,0,10000,1,20,0.001939364,3.05e-07,0.000821877,5.49e-08,15113.74283,1105871.293,980,0,10000,0,10000,1,0.706032,0,10000,0,0
"113",0.8,0.85,0,10000,1,21,0.001956487,2.98e-07,0.000834895,5.74e-08,15138.23385,1115594.916,979,0,10000,0,10000,1,0.688104,0,10000,0,0
"114",0.8,0.85,0,10000,1,22,0.001986081,3.45e-07,0.000844802,6.44e-08,15119.10883,754510.4543,978,0,10000,0,10000,1,0.671756,0,10000,0,0
"115",0.8,0.85,0,10000,1,22,0.001956207,2.68e-07,0.000834543,5.85e-08,15038.13758,987292.5458,978,0,10000,0,10000,1,0.699542,0,10000,0,0
"116",0.8,0.85,0,10000,1,21,0.002058283,3.5e-07,0.000874603,6.77e-08,14989.14667,1011194.946,979,0,10000,0,10000,1,0.704938,0,10000,0,0
"117",0.8,0.85,0,10000,1,34,0.002000821,3.17e-07,0.000863345,6.87e-08,15022.12058,802870.8087,966,0,10000,0,10000,1,0.69438,0,10000,0,0
"118",0.8,0.85,0,10000,1,21,0.002002897,3.6e-07,0.000847172,6.5e-08,15124.8359,842635.6469,979,0,10000,0,10000,1,0.707897,0,10000,0,0
"119",0.8,0.85,0,10000,1,29,0.002099846,3.99e-07,0.000898267,8.27e-08,14942.88004,820389.7684,971,0,10000,0,10000,1,0.695079,0,10000,0,0
"120",0.8,0.85,0,10000,1,21,0.00194018,2.92e-07,0.000835057,5.68e-08,15103.99487,886434.3272,979,0,10000,0,10000,1,0.703778,0,10000,0,0
"121",0.8,0.86,0,10000,1,22,0.00235453,4.59e-07,0.001034447,9.34e-08,14130.3193,1000932.579,978,0,10000,0,10000,1,0.713214,0,10000,0,0
"122",0.8,0.86,0,10000,1,22,0.002391113,4.91e-07,0.001035295,9.7e-08,14099.00103,903144.5862,978,0,10000,0,10000,1,0.701738,0,10000,0,0
"123",0.8,0.86,0,10000,1,22,0.002460962,5.1e-07,0.00107247,9.76e-08,13967.11396,962647.487,978,0,10000,0,10000,1,0.719795,0,10000,0,0
"124",0.8,0.86,0,10000,1,21,0.002385869,5.37e-07,0.001056118,1.27e-07,13995.73744,937134.4029,979,0,10000,0,10000,1,0.70798,0,10000,0,0
"125",0.8,0.86,0,10000,1,21,0.002488674,5.92e-07,0.001085522,1.21e-07,14041.92513,861853.218,979,0,10000,0,10000,1,0.684058,0,10000,0,0
"126",0.8,0.86,0,10000,1,21,0.002385271,5.3e-07,0.001031793,9.61e-08,14124.94051,970200.4908,979,0,10000,0,10000,1,0.70953,0,10000,0,0
"127",0.8,0.86,0,10000,1,22,0.002488768,5.13e-07,0.001092353,1.05e-07,13819.77721,1098022.14,978,0,10000,0,10000,1,0.706837,0,10000,0,0
"128",0.8,0.86,0,10000,1,20,0.002497243,5.18e-07,0.001090275,1.04e-07,13878.26434,1036503.979,980,0,10000,0,10000,1,0.689377,0,10000,0,0
"129",0.8,0.86,0,10000,1,21,0.002454001,5.53e-07,0.001075679,1.23e-07,13901.22769,932131.4969,979,0,10000,0,10000,1,0.712779,0,10000,0,0
"130",0.8,0.86,0,10000,1,23,0.002448101,5.04e-07,0.00107193,1.05e-07,13979.41213,928427.8558,977,0,10000,0,10000,1,0.717649,0,10000,0,0
"131",0.8,0.86,0,10000,1,29,0.002480241,5.43e-07,0.001071957,1.04e-07,13973.46019,818130.7407,971,0,10000,0,10000,1,0.706682,0,10000,0,0
"132",0.8,0.86,0,10000,1,22,0.002464461,4.72e-07,0.001084795,1.02e-07,13773.91581,883358.1572,978,0,10000,0,10000,1,0.720165,0,10000,0,0
"133",0.8,0.86,0,10000,1,21,0.002426364,4.79e-07,0.001054083,1.06e-07,14092.09641,988488.6594,979,0,10000,0,10000,1,0.6981,0,10000,0,0
"134",0.8,0.86,0,10000,1,21,0.002404003,5.11e-07,0.001053678,9.87e-08,13979.27179,1057255.025,979,0,10000,0,10000,1,0.695276,0,10000,0,0
"135",0.8,0.86,0,10000,1,20,0.002434986,5.01e-07,0.0010587,1.04e-07,14037.42418,1107991.617,980,0,10000,0,10000,1,0.688819,0,10000,0,0
"136",0.8,0.86,0,10000,1,21,0.002431487,4.69e-07,0.001059129,9.61e-08,13930.98667,1001816.908,979,0,10000,0,10000,1,0.694607,0,10000,0,0
"137",0.8,0.86,0,10000,1,21,0.00247367,5.77e-07,0.001083296,1.19e-07,13916.62154,1150459.29,979,0,10000,0,10000,1,0.691121,0,10000,0,0
"138",0.8,0.86,0,10000,1,23,0.002517668,6.28e-07,0.001099612,1.19e-07,13987.73484,940302.8279,977,0,10000,0,10000,1,0.715742,0,10000,0,0
"139",0.8,0.86,0,10000,1,22,0.002507769,5.04e-07,0.001094533,9.97e-08,13854.07906,964429.5348,978,0,10000,0,10000,1,0.689218,0,10000,0,0
"140",0.8,0.86,0,10000,1,31,0.002416626,5.14e-07,0.001045229,1.02e-07,13981.32539,910014.8703,969,0,10000,0,10000,1,0.72415,0,10000,0,0
"141",0.8,0.87,0,10000,1,21,0.003022347,8.77e-07,0.001333408,1.82e-07,12987.87179,978334.5036,979,0,10000,0,10000,1,0.722251,0,10000,0,0
"142",0.8,0.87,0,10000,1,21,0.003002318,6.95e-07,0.00133077,1.49e-07,12853.71692,965535.0727,979,0,10000,0,10000,1,0.71324,0,10000,0,0
"143",0.8,0.87,0,10000,1,22,0.00301852,8.39e-07,0.00134541,1.88e-07,12874.53285,881115.1278,978,0,10000,0,10000,1,0.722356,0,10000,0,0
"144",0.8,0.87,0,10000,1,22,0.003056228,8.35e-07,0.001362851,1.71e-07,12879.83265,899517.2523,978,0,10000,0,10000,1,0.703678,0,10000,0,0
"145",0.8,0.87,0,10000,1,21,0.003031795,8.29e-07,0.001359892,1.67e-07,12835.74872,1166255.142,979,0,10000,0,10000,1,0.720273,0,10000,0,0
"146",0.8,0.87,0,10000,1,20,0.003054412,1.09e-06,0.001336846,1.84e-07,12968.39242,1378724.091,980,0,10000,0,10000,1,0.698619,0,10000,0,0
