"","Efficiency","Low-Density Growth Rate","Suppressed","Gen Suppressed","Chased","Gen Chased","Avg Nondrive GC during Chase","Var in Nondrive GC during Chase","Avg Overall GC during Chase","Var in Overall GC During Chase","Avg Popsize during Chase","Var in Popsize during Chase","Duration of Chase","Drive Lost","Gen Drive Lost","Equilibrium State","Gen Equilibrium State","Simulation Stopped after 1000","Rate One Drive at End","R1 Resistance Occurred","Gen 10000 R1 Alleles Formed","DriveLostWithChase","DriveLostWithoutChase"
"899",0.82,3,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"900",0.82,3,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,38,0,10000,0,10000,0,0
"901",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"902",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,40,0,10000,0,10000,0,0
"903",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,38,0,10000,0,10000,0,0
"904",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,44,0,10000,0,10000,0,0
"905",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"906",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"907",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"908",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"909",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,52,0,10000,0,10000,0,0
"910",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"911",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,30,0,10000,0,10000,0,0
"912",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,31,0,10000,0,10000,0,0
"913",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"914",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"915",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"916",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"917",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"918",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"919",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"920",0.82,3.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"921",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,31,0,10000,0,10000,0,0
"922",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,41,0,10000,0,10000,0,0
"923",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"924",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"925",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"926",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,40,0,10000,0,10000,0,0
"927",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"928",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"929",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"930",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"931",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,39,0,10000,0,10000,0,0
"932",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"933",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,45,0,10000,0,10000,0,0
"934",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,48,0,10000,0,10000,0,0
"935",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"936",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"937",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"938",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,41,0,10000,0,10000,0,0
"939",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"940",0.82,4,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"941",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"942",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,38,0,10000,0,10000,0,0
"943",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"944",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"945",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"946",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"947",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"948",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"949",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,31,0,10000,0,10000,0,0
"950",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"951",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"952",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,40,0,10000,0,10000,0,0
"953",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"954",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"955",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"956",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"957",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"958",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"959",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"960",0.82,4.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"961",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,31,0,10000,0,10000,0,0
"962",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,39,0,10000,0,10000,0,0
"963",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"964",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"965",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,43,0,10000,0,10000,0,0
"966",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"967",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"968",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"969",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"970",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"971",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,38,0,10000,0,10000,0,0
"972",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"973",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"974",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"975",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"976",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,41,0,10000,0,10000,0,0
"977",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"978",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,31,0,10000,0,10000,0,0
"979",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"980",0.82,5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"981",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"982",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"983",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"984",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,38,0,10000,0,10000,0,0
"985",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"986",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"987",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"988",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"989",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"990",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"991",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,43,0,10000,0,10000,0,0
"992",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,31,0,10000,0,10000,0,0
"993",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"994",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,43,0,10000,0,10000,0,0
"995",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"996",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"997",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"998",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"999",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,38,0,10000,0,10000,0,0
"1000",0.82,5.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1001",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,40,0,10000,0,10000,0,0
"1002",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"1003",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,38,0,10000,0,10000,0,0
"1004",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,47,0,10000,0,10000,0,0
"1005",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"1006",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1007",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"1008",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"1009",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,41,0,10000,0,10000,0,0
"1010",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"1011",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,40,0,10000,0,10000,0,0
"1012",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1013",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"1014",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"1015",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"1016",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"1017",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"1018",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,40,0,10000,0,10000,0,0
"1019",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,44,0,10000,0,10000,0,0
"1020",0.82,6,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1021",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"1022",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,38,0,10000,0,10000,0,0
"1023",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"1024",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"1025",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1026",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1027",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,38,0,10000,0,10000,0,0
"1028",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1029",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"1030",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"1031",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"1032",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,40,0,10000,0,10000,0,0
"1033",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"1034",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"1035",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"1036",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"1037",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1038",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"1039",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,39,0,10000,0,10000,0,0
"1040",0.82,6.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"1041",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1042",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,39,0,10000,0,10000,0,0
"1043",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,45,0,10000,0,10000,0,0
"1044",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"1045",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"1046",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,38,0,10000,0,10000,0,0
"1047",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"1048",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"1049",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1050",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,38,0,10000,0,10000,0,0
"1051",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,41,0,10000,0,10000,0,0
"1052",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"1053",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,42,0,10000,0,10000,0,0
"1054",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,40,0,10000,0,10000,0,0
"1055",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"1056",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"1057",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"1058",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"1059",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,39,0,10000,0,10000,0,0
"1060",0.82,7,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"1061",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"1062",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1063",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,40,0,10000,0,10000,0,0
"1064",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"1065",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,38,0,10000,0,10000,0,0
"1066",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"1067",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1068",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,39,0,10000,0,10000,0,0
"1069",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"1070",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,40,0,10000,0,10000,0,0
"1071",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,39,0,10000,0,10000,0,0
"1072",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"1073",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"1074",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"1075",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"1076",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"1077",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"1078",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1079",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,37,0,10000,0,10000,0,0
"1080",0.82,7.5,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,45,0,10000,0,10000,0,0
"1081",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"1082",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,41,0,10000,0,10000,0,0
"1083",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,41,0,10000,0,10000,0,0
"1084",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1085",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,39,0,10000,0,10000,0,0
"1086",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,36,0,10000,0,10000,0,0
"1087",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"1088",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,38,0,10000,0,10000,0,0
"1089",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"1090",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1091",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"1092",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"1093",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,38,0,10000,0,10000,0,0
"1094",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,35,0,10000,0,10000,0,0
"1095",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,33,0,10000,0,10000,0,0
"1096",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,34,0,10000,0,10000,0,0
"1097",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
"1098",0.82,8,0,10000,0,10000,10000,10000,10000,10000,1e+06,1e+06,10000,0,10000,1,32,0,10000,0,10000,0,0
