,Avoidance Factor,Fecundity Penalty,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase
1,-1,0,1,77,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2,-1,0,1,93,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
3,-1,0,1,77,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
4,-1,0,1,76,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
5,-1,0,1,80,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
6,-1,0,1,248,1,59,0.091880051,0.009317717,0.028754921,0.000508961,14073.26667,46863708.34,184,0,10000,0,10000,0,10000,0,10000,0,0
7,-1,0,1,86,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
8,-1,0,1,152,1,65,0.171318615,0.04505979,0.062636792,0.00387562,12863.94667,74076513.22,79,0,10000,0,10000,0,10000,0,10000,0,0
9,-1,0,1,81,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
10,-1,0,1,81,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
11,-1,0,1,148,1,60,0.135259183,0.027813107,0.061608846,0.00561795,14151.37662,86035521.72,81,0,10000,0,10000,0,10000,0,10000,0,0
12,-1,0,1,83,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
13,-1,0,1,77,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
14,-1,0,1,83,1,65,0.3693548,0.02171373,0.10559587,0.001821095,1675.2,562795.56,14,0,10000,0,10000,0,10000,0,10000,0,0
15,-1,0,1,76,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
16,-1,0,1,87,1,63,0.299779273,0.006150992,0.108948564,0.000486803,1731.454545,115463.8843,15,0,10000,0,10000,0,10000,0,10000,0,0
17,-1,0,1,278,1,62,0.11732701,0.022795302,0.03609958,0.001826564,12826.31707,49045300.98,209,0,10000,0,10000,0,10000,0,10000,0,0
18,-1,0,1,78,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
19,-1,0,1,89,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
20,-1,0,1,87,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
421,-0.9,0,1,125,1,61,0.131179743,0.009870334,0.040552959,0.001355912,11337.12963,43406986.41,58,0,10000,0,10000,0,10000,0,10000,0,0
422,-0.9,0,1,92,1,65,0.253445429,0.00167497,0.114562171,0.000344428,1922.071429,71045.35204,18,0,10000,0,10000,0,10000,0,10000,0,0
423,-0.9,0,1,167,1,71,0.164142334,0.049640164,0.062280835,0.006316664,16663.69767,143287096.7,90,0,10000,0,10000,0,10000,0,10000,0,0
424,-0.9,0,1,78,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
425,-0.9,0,1,194,1,64,0.11635825,0.014883995,0.043775071,0.001932385,14184.21849,88023650.57,123,0,10000,0,10000,0,10000,0,10000,0,0
426,-0.9,0,1,81,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
427,-0.9,0,1,77,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
428,-0.9,0,1,93,1,62,0.358516955,0.019509021,0.129541395,0.002736309,1987.5,817437.7955,26,0,10000,0,10000,0,10000,0,10000,0,0
429,-0.9,0,1,226,1,71,0.116887348,0.012966979,0.042360937,0.001593566,12432.45455,45508503.42,147,0,10000,0,10000,0,10000,0,10000,0,0
430,-0.9,0,1,172,1,59,0.15090337,0.025384459,0.063465154,0.004532535,14217.84,145082167.4,104,0,10000,0,10000,0,10000,0,10000,0,0
431,-0.9,0,1,531,1,56,0.089265858,0.006928861,0.031707986,0.000606515,14864.27646,71302658.06,467,0,10000,0,10000,0,10000,0,10000,0,0
432,-0.9,0,1,82,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
433,-0.9,0,1,79,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
