,Avoidance Factor,Fecundity Penalty,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase
434,-0.9,0,1,147,1,59,0.086673263,0.009078621,0.026415805,0.000661302,16462.29577,96965595.03,75,0,10000,0,10000,0,10000,0,10000,0,0
435,-0.9,0,1,131,1,60,0.165260608,0.024848633,0.05686594,0.003027107,10013.11667,60970427.27,64,0,10000,0,10000,0,10000,0,10000,0,0
436,-0.9,0,1,154,1,61,0.151365138,0.004829413,0.056699463,0.000635797,6784.835443,4704795.505,83,0,10000,0,10000,0,10000,0,10000,0,0
437,-0.9,0,1,84,1,62,0.424319,0.095818623,0.070286964,0.000223195,2365.636364,1321956.959,15,0,10000,0,10000,0,10000,0,10000,0,0
438,-0.9,0,1,131,1,57,0.179565505,0.051933721,0.074224423,0.010540934,14481.25,110414172.5,68,0,10000,0,10000,0,10000,0,10000,0,0
439,-0.9,0,1,137,1,61,0.141069887,0.022040634,0.047171419,0.001030211,11317.30882,62167057.95,72,0,10000,0,10000,0,10000,0,10000,0,0
440,-0.9,0,1,248,1,60,0.073262873,0.006243065,0.02950671,0.001055585,18038.89143,81120808.15,179,0,10000,0,10000,0,10000,0,10000,0,0
841,-0.8,0,1,81,1,67,0.4871948,0.007512103,0.1743314,0.000670848,1074,40822.4,10,0,10000,0,10000,0,10000,0,10000,0,0
842,-0.8,0,1,78,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
843,-0.8,0,1,157,1,60,0.119417861,0.025770969,0.037738294,0.001406718,14112.39759,41938315.71,88,0,10000,0,10000,0,10000,0,10000,0,0
844,-0.8,0,1,82,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
845,-0.8,0,1,86,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
846,-0.8,0,1,172,1,64,0.173928705,0.065132677,0.071587575,0.010280574,18570.78571,197396856.1,102,0,10000,0,10000,0,10000,0,10000,0,0
847,-0.8,0,1,106,1,59,0.218549021,0.004109397,0.070308124,0.001522833,5325.878788,6167372.349,37,0,10000,0,10000,0,10000,0,10000,0,0
848,-0.8,0,1,115,1,57,0.160614752,0.021099823,0.057968961,0.004950782,10621.73913,46281755.11,50,0,10000,0,10000,0,10000,0,10000,0,0
849,-0.8,0,1,269,1,70,0.092188701,0.007431098,0.037845334,0.001525278,14784.94709,63731987.75,194,0,10000,0,10000,0,10000,0,10000,0,0
850,-0.8,0,1,123,1,66,0.22082826,0.024128683,0.082536267,0.001665259,5556.022222,3506080.911,49,0,10000,0,10000,0,10000,0,10000,0,0
851,-0.8,0,1,145,1,60,0.129777774,0.014316566,0.04418944,0.001368902,12193.92857,64365595.61,74,0,10000,0,10000,0,10000,0,10000,0,0
852,-0.8,0,1,302,1,67,0.143242336,0.027386529,0.049964177,0.003031676,11680.59111,45652980.63,229,0,10000,0,10000,0,10000,0,10000,0,0
853,-0.8,0,1,173,1,72,0.107239213,0.025677079,0.039132302,0.002114538,19875.55435,158772446.1,96,0,10000,0,10000,0,10000,0,10000,0,0
854,-0.8,0,1,82,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
855,-0.8,0,1,82,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
856,-0.8,0,1,127,1,59,0.252811067,0.084705388,0.077277456,0.009566596,9971.690909,37770228.5,59,0,10000,0,10000,0,10000,0,10000,0,0
857,-0.8,0,1,152,1,63,0.14032654,0.019002066,0.052372113,0.0021201,12864.07407,98025117.35,86,0,10000,0,10000,0,10000,0,10000,0,0
858,-0.8,0,1,111,1,67,0.208883038,0.011193371,0.085535656,0.001445243,5322.03125,6137864.28,36,0,10000,0,10000,0,10000,0,10000,0,0
859,-0.8,0,1,75,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
860,-0.8,0,1,79,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
1261,-0.7,0,1,91,1,66,0.165459846,0.002048726,0.078942069,0.000293009,3128.769231,154465.716,17,0,10000,0,10000,0,10000,0,10000,0,0
1262,-0.7,0,1,82,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
1263,-0.7,0,1,79,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
1264,-0.7,0,1,81,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
1265,-0.7,0,1,237,1,66,0.117770054,0.018544699,0.043650009,0.001584945,13124.7625,83537728.16,164,0,10000,0,10000,0,10000,0,10000,0,0
1266,-0.7,0,1,97,1,67,0.35920681,0.019995886,0.163937843,0.001980786,1209.619048,211133.3787,25,0,10000,0,10000,0,10000,0,10000,0,0
1267,-0.7,0,1,205,1,55,0.119424739,0.036744211,0.039731527,0.004231273,19461.57857,160756331.8,144,0,10000,0,10000,0,10000,0,10000,0,0
1268,-0.7,0,1,152,1,68,0.217326904,0.046101287,0.095314,0.008250534,8761.763889,34008275.54,76,0,10000,0,10000,0,10000,0,10000,0,0
1269,-0.7,0,1,125,1,65,0.198967088,0.021616426,0.071259763,0.003461187,6725,8269786.542,52,0,10000,0,10000,0,10000,0,10000,0,0
1270,-0.7,0,1,85,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
1271,-0.7,0,1,75,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
1272,-0.7,0,1,84,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
1273,-0.7,0,1,130,1,56,0.116869533,0.008669696,0.048785666,0.001336389,11708.26563,48767405.76,68,0,10000,0,10000,0,10000,0,10000,0,0
1274,-0.7,0,1,79,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
1275,-0.7,0,1,189,1,66,0.084706767,0.004495309,0.027649114,0.000418268,14734.84685,68233837.57,115,0,10000,0,10000,0,10000,0,10000,0,0
1276,-0.7,0,1,115,1,61,0.106930943,0.00988375,0.03529266,0.000255825,10613.85,26125243.53,44,0,10000,0,10000,0,10000,0,10000,0,0
1277,-0.7,0,1,123,1,59,0.257644982,0.074351008,0.105760424,0.021882355,7032.290909,15007194.97,59,0,10000,0,10000,0,10000,0,10000,0,0
1278,-0.7,0,1,136,1,61,0.134779705,0.017368651,0.053168269,0.001335577,11013.55385,38278322.25,70,0,10000,0,10000,0,10000,0,10000,0,0
1279,-0.7,0,1,150,1,65,0.129394965,0.019150615,0.049005632,0.002657527,16333.43836,164911198.1,77,0,10000,0,10000,0,10000,0,10000,0,0
1280,-0.7,0,1,138,1,61,0.134193349,0.032485756,0.035586609,0.000848572,14831.07937,67275933.6,67,0,10000,0,10000,0,10000,0,10000,0,0
1681,-0.6,0,1,217,1,68,0.095380524,0.01530176,0.041270038,0.003204703,15729.02158,99759878.02,143,0,10000,0,10000,0,10000,0,10000,0,0
1682,-0.6,0,1,85,1,65,0.451584,0.067627228,0.155764723,0.007982309,1349.230769,303197.2544,17,0,10000,0,10000,0,10000,0,10000,0,0
1683,-0.6,0,1,194,1,59,0.110448556,0.008947027,0.042385047,0.000764679,10414.2377,24919668.46,126,0,10000,0,10000,0,10000,0,10000,0,0
1684,-0.6,0,1,85,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
1685,-0.6,0,1,133,1,62,0.109721598,0.010238483,0.037899104,0.000617636,12043.35714,44629189.94,60,0,10000,0,10000,0,10000,0,10000,0,0
1686,-0.6,0,1,89,1,68,0.371634,0.01495099,0.162368,0.000528532,1218.222222,50384.17284,13,0,10000,0,10000,0,10000,0,10000,0,0
1687,-0.6,0,1,89,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
1688,-0.6,0,1,159,1,61,0.160009565,0.054056954,0.060376977,0.007568091,17747.62222,157330915.5,94,0,10000,0,10000,0,10000,0,10000,0,0
1689,-0.6,0,1,300,1,58,0.163650757,0.021529283,0.068514216,0.003411564,10535.85652,66694691.26,234,0,10000,0,10000,0,10000,0,10000,0,0
1690,-0.6,0,1,74,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
1691,-0.6,0,1,383,1,59,0.115189855,0.01856268,0.044462971,0.002237399,12838.01274,54428727.71,320,0,10000,0,10000,0,10000,0,10000,0,0
1692,-0.6,0,1,79,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
1693,-0.6,0,1,81,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
1694,-0.6,0,1,132,1,57,0.12880486,0.040565258,0.034498247,0.001255902,14841.73585,78552639.97,57,0,10000,0,10000,0,10000,0,10000,0,0
1695,-0.6,0,1,109,1,60,0.124505061,0.00636791,0.041379871,0.000446412,8406.078947,10647977.18,42,0,10000,0,10000,0,10000,0,10000,0,0
1696,-0.6,0,1,77,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
1697,-0.6,0,1,183,1,66,0.161493916,0.05137559,0.067153788,0.009430452,16642.21905,156215980.1,110,0,10000,0,10000,0,10000,0,10000,0,0
1698,-0.6,0,1,324,1,62,0.130459173,0.021893106,0.047273981,0.002382342,13062.41532,77790943.73,252,0,10000,0,10000,0,10000,0,10000,0,0
1699,-0.6,0,1,96,1,58,0.28828748,0.075400223,0.073152737,0.007988355,9168,35746986.07,34,0,10000,0,10000,0,10000,0,10000,0,0
1700,-0.6,0,1,144,1,58,0.155966085,0.039999774,0.052385612,0.004464193,12852.57692,66145833.78,82,0,10000,0,10000,0,10000,0,10000,0,0
2101,-0.5,0,1,87,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2102,-0.5,0,1,82,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2103,-0.5,0,1,267,1,65,0.17767862,0.022104221,0.075255481,0.003776526,11469.26943,117251503.8,197,0,10000,0,10000,0,10000,0,10000,0,0
2104,-0.5,0,1,90,1,66,0.449229083,0.008735047,0.296088083,0.011044787,833.75,184175.3542,16,0,10000,0,10000,0,10000,0,10000,0,0
2105,-0.5,0,1,201,1,64,0.118441461,0.015009451,0.036013523,0.000534989,11580.25397,50516032.65,131,0,10000,0,10000,0,10000,0,10000,0,0
2106,-0.5,0,1,155,1,68,0.110301656,0.012746575,0.042700574,0.001287539,13195.18667,72558566.34,79,0,10000,0,10000,0,10000,0,10000,0,0
2107,-0.5,0,1,163,1,66,0.175210048,0.02804515,0.067308853,0.003938751,11897.39535,100669980.8,90,0,10000,0,10000,0,10000,0,10000,0,0
2108,-0.5,0,1,91,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2109,-0.5,0,1,109,1,71,0.336783133,0.065782355,0.113933097,0.0078343,4536.833333,3589185.939,34,0,10000,0,10000,0,10000,0,10000,0,0
2110,-0.5,0,1,156,1,63,0.079479517,0.00218044,0.030340998,0.000240771,13283.95122,35817475.1,86,0,10000,0,10000,0,10000,0,10000,0,0
2111,-0.5,0,1,76,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2112,-0.5,0,1,143,1,69,0.177979733,0.042565092,0.04778665,0.002202549,12450.0625,93880618.5,68,0,10000,0,10000,0,10000,0,10000,0,0
2113,-0.5,0,1,179,1,61,0.118023598,0.016852361,0.044734072,0.002312277,11992.34862,26628132.8,113,0,10000,0,10000,0,10000,0,10000,0,0
2114,-0.5,0,1,84,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2115,-0.5,0,1,79,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2116,-0.5,0,1,163,1,64,0.124078081,0.023972858,0.055823522,0.004453058,17025.72414,144776756.3,91,0,10000,0,10000,0,10000,0,10000,0,0
2117,-0.5,0,1,76,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2118,-0.5,0,1,80,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2119,-0.5,0,1,137,1,66,0.104185703,0.002601369,0.039604797,0.000564119,9761.627119,10081212.06,63,0,10000,0,10000,0,10000,0,10000,0,0
2120,-0.5,0,1,95,1,62,0.30849295,0.019321971,0.09012842,0.001347066,3072.9,1244086.09,24,0,10000,0,10000,0,10000,0,10000,0,0
2521,-0.4,0,1,92,1,61,0.360026174,0.025658663,0.13466637,0.008875782,3696.173913,6659644.231,27,0,10000,0,10000,0,10000,0,10000,0,0
2522,-0.4,0,1,88,1,63,0.320333636,0.002286614,0.134428818,0.000362735,1858.272727,282041.8347,15,0,10000,0,10000,0,10000,0,10000,0,0
2523,-0.4,0,1,86,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2524,-0.4,0,1,91,1,70,0.657341583,0.04573947,0.275277083,0.006740388,1110.583333,102676.5764,16,0,10000,0,10000,0,10000,0,10000,0,0
2525,-0.4,0,1,122,1,57,0.10113653,0.004973496,0.040694298,0.000650973,11937.77358,30954828.93,57,0,10000,0,10000,0,10000,0,10000,0,0
2526,-0.4,0,1,154,1,61,0.121088934,0.018787424,0.047248699,0.002607025,11767.85882,32540140.43,90,0,10000,0,10000,0,10000,0,10000,0,0
2527,-0.4,0,1,84,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2528,-0.4,0,1,170,1,58,0.083131116,0.008422172,0.026197287,0.00032068,15990.48485,52945837.42,103,0,10000,0,10000,0,10000,0,10000,0,0
2529,-0.4,0,1,106,1,60,0.133595803,0.006544554,0.041751757,0.00093041,9630.7,22631170.74,35,0,10000,0,10000,0,10000,0,10000,0,0
2530,-0.4,0,1,79,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2531,-0.4,0,1,171,1,62,0.128144825,0.013600564,0.046375698,0.001239917,12661.26804,74614538.32,101,0,10000,0,10000,0,10000,0,10000,0,0
2532,-0.4,0,1,172,1,59,0.114289821,0.013852744,0.050691317,0.002372097,16211.03261,152099318.7,96,0,10000,0,10000,0,10000,0,10000,0,0
2533,-0.4,0,1,87,1,67,0.3504044,0.020243859,0.1462244,0.000910543,1154.8,61775.36,9,0,10000,0,10000,0,10000,0,10000,0,0
2534,-0.4,0,1,75,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2535,-0.4,0,1,85,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2536,-0.4,0,1,134,1,57,0.142025629,0.045156269,0.036971048,0.003009276,13548.27536,29584453.56,73,0,10000,0,10000,0,10000,0,10000,0,0
2537,-0.4,0,1,77,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2538,-0.4,0,1,81,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2539,-0.4,0,1,82,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2540,-0.4,0,1,78,1,67,0.45799325,0.016952778,0.2304485,0.000525663,520,17089.5,8,0,10000,0,10000,0,10000,0,10000,0,0
2941,-0.3,0,1,117,1,59,0.097373441,0.009065642,0.032637641,0.000432676,13160.46939,39098904.13,53,0,10000,0,10000,0,10000,0,10000,0,0
2942,-0.3,0,1,81,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2943,-0.3,0,1,80,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2944,-0.3,0,1,82,1,58,0.217237823,0.014497839,0.073096485,0.001146811,3058.230769,3214380.485,17,0,10000,0,10000,0,10000,0,10000,0,0
2945,-0.3,0,1,146,1,66,0.121906106,0.010318557,0.040634223,0.000543383,11400.63636,38144914.32,70,0,10000,0,10000,0,10000,0,10000,0,0
2946,-0.3,0,1,280,1,65,0.131236849,0.015702491,0.050293279,0.001656173,11534.70792,74182669.46,206,0,10000,0,10000,0,10000,0,10000,0,0
2947,-0.3,0,1,166,1,54,0.139846999,0.038522563,0.044469365,0.002831814,12979.37624,50230207.03,105,0,10000,0,10000,0,10000,0,10000,0,0
2948,-0.3,0,1,182,1,67,0.12399791,0.036685518,0.059126782,0.009330631,21786.65421,201117400.6,111,0,10000,0,10000,0,10000,0,10000,0,0
2949,-0.3,0,1,99,1,55,0.170475321,0.042366235,0.036917194,0.000910916,9588.515152,22179554.98,37,0,10000,0,10000,0,10000,0,10000,0,0
2950,-0.3,0,1,138,1,60,0.14238677,0.027807596,0.059746448,0.004779706,15119.25714,100898898.9,74,0,10000,0,10000,0,10000,0,10000,0,0
2951,-0.3,0,1,75,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2952,-0.3,0,1,262,1,54,0.082960546,0.004554704,0.032294415,0.000516454,13986.69697,41545063.91,202,0,10000,0,10000,0,10000,0,10000,0,0
2953,-0.3,0,1,84,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2954,-0.3,0,1,143,1,63,0.225485099,0.063878406,0.075019444,0.005714256,9964.367647,44657706.11,72,0,10000,0,10000,0,10000,0,10000,0,0
2955,-0.3,0,1,81,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2956,-0.3,0,1,84,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
2957,-0.3,0,1,205,1,62,0.101171382,0.01036497,0.03551122,0.000637885,13001.38346,32185238.82,137,0,10000,0,10000,0,10000,0,10000,0,0
2958,-0.3,0,1,83,1,68,0.621015333,0.017504943,0.352311667,0.003431429,435,2762,7,0,10000,0,10000,0,10000,0,10000,0,0
2959,-0.3,0,1,154,1,59,0.134311445,0.025334911,0.046566759,0.001863572,14276.22353,98848538.1,89,0,10000,0,10000,0,10000,0,10000,0,0
2960,-0.3,0,1,132,1,59,0.183898548,0.036048523,0.076186564,0.006933757,10189.25,37107143.25,68,0,10000,0,10000,0,10000,0,10000,0,0
3361,-0.2,0,1,84,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
3362,-0.2,0,1,81,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
3363,-0.2,0,1,89,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
3364,-0.2,0,1,76,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
3365,-0.2,0,1,100,1,71,0.382798875,0.010857975,0.132030063,0.000538009,1823.75,40141.0625,20,0,10000,0,10000,0,10000,0,10000,0,0
3366,-0.2,0,1,78,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
3367,-0.2,0,1,79,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
3368,-0.2,0,1,85,1,56,0.069970179,0.000164378,0.019673443,8.22E-06,9940.142857,11248991.41,18,0,10000,0,10000,0,10000,0,10000,0,0
3369,-0.2,0,1,208,1,63,0.170178042,0.042318615,0.076315576,0.01073783,10405.34146,46443820.97,127,0,10000,0,10000,0,10000,0,10000,0,0
3370,-0.2,0,1,81,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
3371,-0.2,0,1,127,1,58,0.154505906,0.037871252,0.032690164,0.001000008,13066.87037,48387737.3,58,0,10000,0,10000,0,10000,0,10000,0,0
3372,-0.2,0,1,108,1,62,0.103879994,0.00106737,0.033022655,0.000100527,8013.16129,3206085.361,35,0,10000,0,10000,0,10000,0,10000,0,0
3373,-0.2,0,1,132,1,59,0.224860242,0.066285046,0.086756631,0.011469277,11495.51613,62747637.99,66,0,10000,0,10000,0,10000,0,10000,0,0
3374,-0.2,0,1,105,1,62,0.142626959,0.016412038,0.031843994,0.000795611,11110.58824,32160872.6,38,0,10000,0,10000,0,10000,0,10000,0,0
3375,-0.2,0,1,82,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
3376,-0.2,0,1,97,1,57,0.152067771,0.01207873,0.041730507,0.000525277,8448.892857,13998004.17,32,0,10000,0,10000,0,10000,0,10000,0,0
3377,-0.2,0,1,84,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
